favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
104663,Twitter for iPad,"b'With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS, 2018 i\xe2\x80\xa6 https://t.co/cxo1rxdDsj'",,False,Fri Feb 02 18:05:49 +0000 2018,26239,959488037766955009
28606,Twitter for iPhone,"b'Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?\n#RepealANDReplace #Obamacare'",,False,Thu Mar 30 21:21:50 +0000 2017,5509,847559519085379584
58191,Twitter for iPhone,"b'We call for the full restoration of democracy and political freedoms in Venezuela, and we want it to happen very, v\xe2\x80\xa6 https://t.co/pbr9DByGcX'",,False,Tue Sep 19 04:18:41 +0000 2017,18225,909995135009804288
106614,Twitter for iPhone,b'Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! https://t.co/MtPvaDC4jM',,False,Thu Jan 26 23:53:37 +0000 2017,23280,824767281146245120
277870,Twitter for iPhone,"b'THANK YOU for another wonderful evening in Washington, D.C. TOGETHER, we will MAKE AMERICA GREAT AGAIN\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/V3aoj9RUh4'",,False,Sat Jan 21 04:56:15 +0000 2017,49463,822669114237943808
77214,Twitter for iPhone,b'The approval process for the biggest Tax Cut &amp; Tax Reform package in the history of our country will soon begin. Move fast Congress!',,False,Wed Sep 13 11:28:10 +0000 2017,16749,907928888587808768
47423,Twitter Web Client,b'The United States is prepared to work with each of the leaders in this room today to achieve mutually beneficial co\xe2\x80\xa6 https://t.co/6hY41gFM5i',,False,Fri Nov 10 10:26:22 +0000 2017,10501,928931835664465921
137537,Twitter for iPhone,b'Our Nation was founded by farmers. Our independence was won by farmers. And our continent was tamed by farmers. Our\xe2\x80\xa6 https://t.co/UsFIoGflhu',,False,Tue Mar 20 15:36:23 +0000 2018,32828,976120272435793920
121295,Twitter for iPhone,b'Big wins against ISIS!',,False,Tue Jul 11 12:23:45 +0000 2017,26643,884750055776948225
156123,Twitter for iPhone,b'\xe2\x80\x9cYou had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create\xe2\x80\xa6 https://t.co/A8GoOzBrPx',,False,Fri Feb 02 11:49:14 +0000 2018,49590,959393270144086016
48675,Twitter for iPhone,"b'....non-existent \xe2\x80\x9csources\xe2\x80\x9d and a drunk/drugged up loser who hates Michael, a fine person with a wonderful family. M\xe2\x80\xa6 https://t.co/dlBa5kZQId'",realDonaldTrump,False,Sat Apr 21 13:10:01 +0000 2018,10486,987679850545778689
101734,Twitter for iPhone,b'My first order as President was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before....',,False,Wed Aug 09 11:56:33 +0000 2017,23913,895252459152711680
91869,Twitter for iPhone,"b""After North Korea missile launch, it's more important than ever to fund our gov't &amp; military! Dems shouldn't hold t\xe2\x80\xa6 https://t.co/lhXvhHiLES""",,False,Wed Nov 29 01:45:50 +0000 2017,22269,935686205429157888
75164,Twitter for Android,b'Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its.....',,False,Sat Jan 28 13:08:42 +0000 2017,12823,825329757646618624
134992,Twitter for iPhone,b'The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report\xe2\x80\xa6 https://t.co/hNmVwpHtM1',,False,Sun Dec 24 13:48:11 +0000 2017,31072,944927689638662145
87605,Twitter for iPhone,"b'...does not include the Fake Washington Post, which is used as a \xe2\x80\x9clobbyist\xe2\x80\x9d and should so  REGISTER. If the P.O. \xe2\x80\x9ci\xe2\x80\xa6 https://t.co/D6wEE6pxVk'",,False,Sat Mar 31 12:52:59 +0000 2018,21711,980065419632566272
72291,Twitter for iPhone,b'The crowd in Ohio was amazing last night - broke all records. We all had a great time in a great State. Will be back soon!',,False,Wed Jul 26 10:49:28 +0000 2017,11843,890162144884514820
108902,Twitter for iPhone,b'Why don\xe2\x80\x99t the Democrats give us the votes to fix the world\xe2\x80\x99s worst immigration laws? Where is the outcry for the ki\xe2\x80\xa6 https://t.co/UxvDtVF6cS',,False,Mon Jun 18 12:46:07 +0000 2018,26560,1008692333771132929
82078,Twitter for iPhone,"b'The Al Frankenstien picture is really bad, speaks a thousand words. Where do his hands go in pictures 2, 3, 4, 5 &amp; 6 while she sleeps? .....'",,False,Fri Nov 17 03:06:34 +0000 2017,21746,931357870024687616
154482,Twitter for Android,b'Congratulations to @FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @CNN - public is smart!',,False,Wed Jan 25 02:16:19 +0000 2017,29893,824078417213747200
65199,Twitter for iPhone,b'Heading to Missouri to be with many of my great friends. VFW here we come!',,False,Tue Jul 24 13:52:56 +0000 2018,10754,1021755112128172032
66552,Media Studio,"b'Just returned to Bedminster, NJ from Camp David. GREAT meeting on National Security, the Border and the Military!\xe2\x80\xa6 https://t.co/e9HaiQi2uS'",,False,Fri Aug 18 23:17:14 +0000 2017,13024,898685249726578688
